Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
25,Female,74.6,1.63,182,160,60,0.93,1028,HIIT,14.8,3.5,3,2,18.08
24,Male,92.2,1.71,194,141,59,2,1580,HIIT,32.9,2.4,4,2,
35,Female,56.2,1.74,170,151,66,0.99,1215,Strength,26.9,2.9,4,2,20.61
18,Male,63,1.66,191,168,74,0.89,456,Strength,24.5,2.7,3,2,14.75
50,Female,76.1,1.82,191,146,54,1.12,817,Cardio,25,3.2,2,1,14.5
52,Male,66.6,1.56,175,152,60,1.04,1783,Yoga,15.4,2.7,4,2,40
32,Female,45.9,1.83,192,120,55,1.49,808,Yoga,22.4,1.5,3,1,17.82
31,Female,86.4,1.59,187,169,50,2,1336,Yoga,27.6,1.6,4,1,14.57
30,Female,54.9,1.93,187,165,70,0.94,836,Cardio,26.7,3.7,4,2,13.37
21,Male,91.2,1.7,194,142,62,0.91,1090,Strength,33.3,3.7,3,2,17.63
46,Male,54.2,1.91,171,169,67,0.9,771,HIIT,14,2.6,3,3,26.79
22,Female,60.8,1.77,169,130,74,1.1,1298,Cardio,25.4,3.3,2,3,13.58
30,Male,46.8,1.67,164,153,74,1.53,684,Cardio,15.2,2.3,4,2,12.32
31,Female,48.1,1.58,181,125,70,1.88,695,HIIT,23.1,3.3,3,2,26.69
36,Male,56.5,1.61,189,123,58,2,1093,Yoga,32.6,3.5,3,3,25.74
55,Female,78.4,1.59,171,132,74,2,1182,HIIT,13.6,3.7,3,1,12.32
44,Male,78.2,1.8,171,169,59,1.79,1730,HIIT,17,3.5,5,1,18.17
34,Female,74.2,1.83,194,153,60,1.24,1632,Strength,27.3,3,4,2,20.18
57,Female,84,1.95,199,142,51,1.66,872,Strength,17.5,3.4,4,1,21.88
47,Female,79.2,1.81,160,169,74,1.28,595,Yoga,19,3.3,2,2,20.55
20,Female,102.9,1.61,172,146,70,1.57,1113,Yoga,23.5,3.2,3,3,21.82
30,Female,57.8,1.89,168,165,67,1.38,1099,Strength,25.6,1.5,,1,15.3
37,Female,94.5,1.73,198,135,74,1.16,717,Strength,23.8,1.6,4,3,17.52
54,Male,70.9,1.7,\n175,131,74,1.5,750,HIIT,29.4,3.7,4,2,13.4
54,Female,52.6,1.81,167,167,53,1.46,988,Yoga,26.7,2.4,2,1,27.97
31,Female,50.9,1.51,174,130,58,2,1743,Strength,26.9,3.5,,1,22.5
43,,58.9,1.85,174,139,67,1.41,1217,,19.9,2,2,1,20.61
22,Female,69.3,1.56,164,136,50,1.33,1084,Yoga,30.7,3.4,3,,23.56
18,Female,93.3,1.71,199,,50,1.59,1166,Yoga,22.3,2.6,4,1,24.01
24,Female,91.2,1.82,181,158,74,1.49,1263,,26.9,1.8,2,2,12.74
45,Female,40,1.59,199,144,70,1.2,,HIIT,15.3,,3,3,19.33
34,,80.6,1.76,177,163,,2,1783,Cardio,27.5,3.4,4,1,13.09
25,Male,40,1.56,195,132,57,0.65,499,Yoga,16.7,3.4,3,2,12.32
45,Male,76.6,1.77,181,122,64,1.82,1186,Cardio,19.1,3.5,2,1,20.79
25,Female,61.1,1.72,176,162,53,0.92,1378,Strength,15,3.4,4,1,12.62
51,Female,58.8,1.78,172,120,54,2,1113,HIIT,31.5,2.3,4,1,
31,Female,48.4,1.81,178,120,71,1.45,1004,Strength,23.1,1.5,3,1,31.33
28,Female,77.8,1.62,164,161,70,1.52,1095,Strength,23.1,3.5,5,2,21.22
48,Male,119.9,1.73,165,156,66,0.99,781,Cardio,18.5,3.6,3,1,18.18
44,,64.5,1.5,173,166,50,0.54,874,Yoga,25.2,1.9,3,2,12.32
39,Female,84,1.79,176,126,72,1.5,1057,HIIT,28,3.3,3,1,30.44
34,Male,80.7,1.8,193,153,57,1.18,930,Yoga,27.2,2.3,3,1,13.63
24,Female,102.6,1.67,190,132,73,1.41,800,Yoga,28.3,1.5,3,2,18.79
51,Female,80.4,1.64,181,,74,1.07,913,Cardio,26.4,1.5,5,3,12.32
42,Female,57.1,1.84,199,163,74,1.2,303,Strength,21.3,2.7,3,1,14.84
23,Female,60.5,1.88,166,149,63,,907,Yoga,23.5,3.1,4,1,15.38
18,Female,98.5,1.99,187,153,57,1.95,859,Yoga,22.7,1.9,3,2,15.7
23,Female,68,1.74,175,120,68,1.01,694,HIIT,24.5,3.5,5,2,17.47
18,Male,40,1.82,177,127,74,0.73,352,Yoga,26,3.4,3,2,28.42
50,Male,41.9,2,199,161,74,1.24,953,Cardio,24.6,3.2,3,2,16.02
18,Male,60.5,1.57,177,131,59,1.3,1286,HIIT,28.1,2.6,3,2,19.42
32,Male,40,1.61,176,156,59,,582,Yoga,15.1,3.4,4,1,25.61
46,Male,40.7,1.66,190,169,58,0.92,760,HIIT,27.2,3.5,5,2,18.76
18,Female,53.8,1.7,197,120,69,1.01,1274,Strength,31.4,2.4,3,3,15.72
18,,115.4,1.79,188,168,72,2,859,Yoga,31.2,1.8,3,2,19.06
46,Male,54,1.82,177,163,63,1.4,979,Yoga,33.7,3.7,2,2,14.05
24,Male,105.7,2,187,145,58,1.48,1002,Strength,25.9,2.5,3,1,43.01
31,Male,87.3,1.65,176,137,74,0.91,1262,Yoga,31.5,,4,2,26.33
30,Female,57.7,1.76,160,152,59,1.82,314,Cardio,23.2,1.8,4,3,12.32
24,Male,72.7,2,190,131,56,1.33,1126,Cardio,12.6,3.6,2,2,23.15
25,,102.4,1.68,188,141,56,1.66,1553,Yoga,18.6,1.7,2,2,16.38
29,Female,81.4,1.89,177,137,70,1.01,503,Yoga,14.5,1.5,,1,21.8
39,Male,81.9,1.72,187,156,53,1.19,1329,Yoga,24.2,3.4,4,2,12.91
48,Female,65.1,1.79,189,120,74,1.26,325,Strength,23.5,2.1,5,3,28.56
28,Female,67.8,1.57,198,135,67,2,1062,Strength,30.5,1.5,3,1,14.86
25,Male,56.9,1.61,183,130,,1.33,804,HIIT,20.1,1.5,4,2,23.68
53,Female,55,1.6,181,133,74,1.25,645,Strength,28.2,2.4,4,1,21.6
38,,42.6,1.61,172,122,69,1.13,462,Yoga,14.9,2.5,2,,15.67
50,Female,61.5,1.57,199,139,71,0.95,798,Cardio,22.5,3.5,4,2,17.3
27,Male,64.2,1.89,188,143,51,2,1662,Strength,23,3.1,4,2,17.41
38,Male,76.7,1.99,192,131,74,1.14,1263,Strength,28.3,1.6,5,1,14.98
51,Male,100.2,,164,153,72,1.16,1499,Yoga,10,1.7,4,1,16.37
54,Female,58.1,1.57,182,169,74,1.59,649,Cardio,19.7,3.4,3,2,23.19
33,Female,58.2,1.62,170,163,60,1.21,1524,Cardio,26.5,2.8,3,2,12.32
30,Male,80.1,,192,153,50,0.55,1222,Strength,31.7,1.5,3,1,19.51
46,Male,55.1,1.62,170,166,52,1.03,1370,Cardio,34.4,1.8,2,1,26.04
32,Female,51.2,1.9,162,160,60,1.25,988,Cardio,21.6,2.5,3,2,22.51
43,Male,40,1.95,162,138,58,2,918,Yoga,26.4,1.8,4,2,18.66
42,Male,45.3,1.53,193,128,74,1.05,810,,21.1,2.4,2,2,17.18
22,Female,54.1,1.76,178,127,65,1.42,501,Strength,29.2,3.7,4,1,22.15
24,Male,58.8,1.89,163,150,73,1.28,800,Strength,27.1,2.5,2,2,15.86
36,,55.5,1.69,198,132,71,1.85,1590,Cardio,15.3,2.2,3,2,27.8
27,Female,40,1.8,162,140,74,1.42,901,HIIT,22.2,2.5,5,1,29.73
41,Male,53,1.62,161,142,61,1.42,761,Strength,21,3.3,3,1,20.51
18,Female,83.5,1.67,162,169,70,1.54,1389,Cardio,12.1,1.7,2,1,33.8
51,Female,58.6,2,162,150,55,1.28,1030,Strength,16.7,3.4,3,2,37.28
18,Female,40,1.9,166,169,57,1.28,1556,Strength,17.4,2.1,2,3,19.51
44,Female,91.2,1.87,194,141,66,1.66,1345,Yoga,22.7,2.5,2,1,15.5
31,Male,60.7,1.62,198,120,71,1.35,967,Yoga,31.2,3.2,4,2,23.83
36,Male,62.2,1.5,192,132,61,2,913,HIIT,11.4,1.5,3,2,22.96
23,Female,62.1,1.83,168,149,51,1.39,1135,Yoga,26.1,2,3,2,21.35
24,Male,79,1.62,177,169,73,1,887,Yoga,25,3.5,2,3,12.32
38,Male,58.4,1.65,169,141,53,2,1109,Yoga,24,2.3,2,1,35.49
31,Female,75.8,1.7,199,129,60,0.87,922,HIIT,24.2,1.9,2,1,15.58
55,Female,65.5,1.94,170,123,74,1.37,787,HIIT,28.7,3.1,3,1,17
52,Female,81,1.62,178,146,53,1.44,1628,Strength,25.4,2.5,4,1,17.41
24,Female,84.5,1.84,171,128,63,0.7,1067,,32,2.4,2,1,12.32
18,Male,48.7,1.75,187,141,70,2,1266,\tCardio,34.4,2.6,3,1,38.48
30,Male,88.3,1.72,195,158,70,,1327,,12.3,3.6,3,2,33.99
53,Female,,1.55,190,150,71,,1006,Strength,22.8,3.5,4,2,29.07
56,Female,85.2,1.6,163,151,51,1.25,672,Yoga,26.5,1.7,3,1,21.05
,Male,68.7,1.81,192,169,62,1.08,1783,Strength,10,3.4,,1,32.2
40,Male,97.4,1.66,166,149,60,1.16,700,HIIT,20.8,,2,2,25.05
33,Male,73.3,1.86,187,123,60,1.22,1254,Cardio,35,1.9,4,1,15.26
33,Female,44.9,1.73,176,158,74,2,905,Strength,27,2.1,3,2,23.8
39,Male,59.9,1.71,174,131,50,1.41,733,Yoga,24.7,2.9,2,2,19.74
40,Male,43.9,1.92,186,143,74,0.83,1018,Yoga,12,3.1,3,1,29.23
20,Male,40,1.52,164,144,65,1.53,629,Strength,22.6,3.1,4,1,22.23
26,Male,65.9,1.99,166,127,71,1.08,1218,Cardio,22,2.6,4,2,13.91
21,Female,59.8,1.65,162,169,74,1.5,1130,Cardio,30.4,3.2,5,3,12.32
36,Female,77.7,1.66,193,120,72,1.21,1115,Strength,11.3,2.2,2,3,22.23
30,Male,61.6,1.77,170,130,74,2,1068,Yoga,24.3,1.5,5,2,24.78
18,Female,44.2,1.64,171,164,66,1.14,1083,Yoga,16.1,2.2,5,2,18.36
22,Male,63.7,1.85,192,122,53,1.06,1032,Yoga,24.4,2.5,3,3,13.95
45,Male,54.4,1.55,182,139,74,2,1179,HIIT,24.3,3.1,5,3,12.32
43,Female,93.8,1.65,170,162,61,1.37,848,Strength,,2.8,3,1,15.58
18,Female,77.7,1.55,178,131,67,1.4,1259,Strength,14.8,2.4,3,2,12.32
18,Male,57.6,1.74,172,120,74,1.46,635,Strength,15,3.2,2,3,12.8
20,Male,75.6,1.74,192,128,72,1.86,906,Cardio,21.4,3.3,4,2,34.73
47,Male,85.5,1.84,172,152,68,0.98,773,Cardio,24.1,2.6,2,2,19.61
25,Male,62.4,1.59,166,151,66,1.27,903,,11,3,4,1,32.63
31,Female,53.5,1.68,180,155,57,0.86,875,Strength,22.6,3.3,2,1,20.61
47,Male,78.8,1.82,167,144,66,1.66,1163,Cardio,31.7,2.8,4,2,15.78
20,Male,40,1.97,173,133,74,2,916,Cardio,18.8,2.3,2,1,13.57
56,Male,51.5,1.66,198,167,70,2,843,Strength,24.2,2.4,3,3,25.65
24,Male,80.9,1.74,181,128,61,1.19,1705,HIIT,10,2.7,4,1,12.32
29,Female,85.3,1.68,161,133,74,1.45,1269,Cardio,26.1,2.5,4,3,15.99
18,Female,47.8,1.73,162,136,56,1.42,562,Cardio,23.9,3.4,3,1,14.48
36,Female,87.9,1.54,177,129,58,1.93,1010,Cardio,21.1,3.3,3,1,29.54
49,Female,43.6,1.68,170,124,73,0.94,739,Yoga,27.6,3.5,4,2,30.46
40,Female,55.7,1.6,184,133,72,1.4,749,Yoga,23.7,2.6,4,2,24.88
20,Female,73.5,1.87,167,145,68,2,1338,HIIT,21.9,3.5,3,,22.35
31,Female,52.7,1.65,199,138,74,1.92,1102,HIIT,24,3.3,2,3,18.38
47,Female,87.1,1.7,174,160,63,1.4,562,HIIT,26,3.7,5,1,26.61
47,,71.5,1.79,162,169,65,1.84,822,HIIT,29.1,2.3,5,2,25.83
48,Female,57.3,1.9,172,,55,1.62,877,Yoga,10,2.8,2,2,38.13
54,,40,1.75,174,166,66,1.58,409,Cardio,27.9,3.5,5,2,17.72
44,Male,94.4,1.82,182,140,57,1.38,1369,HIIT,20.7,3.2,3,1,22.79
46,Male,44.9,1.93,177,154,58,2,1434,HIIT,31.4,3.5,4,2,12.32
55,Male,61.9,1.74,163,140,73,0.97,598,Strength,23.6,3.1,2,1,27.13
24,Male,83.4,1.7,162,169,51,1.87,879,Yoga,26.4,3.3,4,1,21.68
18,Female,83.6,1.84,186,137,73,1.33,1338,Strength,35,2.6,2,2,30.41
18,Male,87.3,1.71,199,145,65,1.16,1783,Cardio,30,3.3,3,3,12.32
18,Female,48.6,1.72,180,136,72,1.38,1185,Strength,23.5,1.8,,2,21.68
18,Female,80.7,2,184,142,74,0.72,1221,Yoga,25.6,1.9,2,2,18.28
33,Female,62.6,1.71,192,158,57,1.99,1081,Yoga,31.3,3.5,2,2,31.79
19,Male,41.9,1.69,176,138,74,1.89,1010,Yoga,27.9,2.6,2,2,17.97
58,Male,47.6,1.84,182,155,66,1.59,635,Yoga,11.2,2.6,4,3,13.65
18,Female,129.9,1.76,168,135,50,1.3,1208,HIIT,25.1,2,3,2,13.89
58,Female,73.3,1.69,180,156,72,1.6,1350,Yoga,25.4,3,4,1,38.45
47,Male,45.4,1.81,189,128,55,1.01,662,Strength,28.6,3.6,4,1,29.15
47,Male,50.6,1.65,192,169,63,1.36,594,Strength,25.5,2.2,5,2,28.24
56,Male,54,1.92,190,129,73,0.61,985,HIIT,21.6,2.5,3,2,12.32
34,Female,73.1,1.73,166,161,69,1.64,765,Yoga,27,3.3,4,2,21.47
36,Male,47.2,1.83,,146,54,1.3,775,HIIT,29.9,3.4,4,1,13.01
21,Female,48.7,,198,162,56,1.06,1503,HIIT,10.1,3.4,2,2,23.7
29,Female,66.1,1.63,181,169,71,1.48,666,HIIT,30.6,1.6,5,1,17.15
18,Male,59,1.78,173,169,51,1.07,904,Strength,18.9,3.2,2,3,12.32
33,Female,94.2,1.86,172,148,61,1.34,685,Cardio,28.9,1.8,3,1,22.89
38,Male,40,1.86,187,126,71,1.6,1059,Cardio,14.7,3,2,2,12.32
18,Female,73.6,1.53,186,128,50,1.46,1222,Cardio,25.2,2.3,3,1,14.92
50,Male,69.1,1.88,,131,55,0.99,777,Yoga,19.9,3.7,3,1,17.62
31,Female,60.2,1.75,166,155,57,0.92,819,Cardio,10,3.2,5,1,12.32
40,Male,73.8,1.85,185,165,59,1.99,1485,,27.9,2,4,1,22.4
18,Male,72.8,1.84,174,152,62,1.32,730,Cardio,23.5,2.1,2,3,12.32
33,Female,40,1.63,165,159,74,2,935,Yoga,28.2,1.6,2,3,12.98
33,Female,99.6,1.72,164,169,70,1.41,962,HIIT,23.6,3.7,5,2,28.7
48,Male,71.5,1.71,183,151,62,1.05,,Strength,22,2.7,4,3,20.39
55,Male,64.4,1.76,163,144,74,1.48,717,Cardio,26.7,1.7,2,3,21.26
50,Female,56.4,1.67,193,128,59,1.9,1190,HIIT,17.5,3.7,2,2,12.32
21,Male,45.2,1.73,198,156,59,1.07,1562,Cardio,24.2,2.8,4,2,22.25
49,Female,86,1.5,192,127,65,1.79,636,HIIT,22.1,1.8,4,3,
49,,70,1.64,182,134,71,1.5,1132,Cardio,29.2,,4,3,18.38
33,Female,60.7,2,188,169,74,1.42,705,Cardio,23.3,3.2,4,2,21.91
42,Male,53.6,1.86,199,167,62,2,1096,Strength,21.9,3.4,3,1,20.71
35,Female,64.3,1.79,188,148,62,1.63,1192,HIIT,16.3,2.2,5,2,13.91
18,Male,78,1.51,182,169,64,1.06,990,Strength,31.4,3.1,3,2,12.32
46,Male,50.2,1.8,193,132,74,1.21,893,HIIT,28.4,3.4,3,3,15.85
29,Female,57,1.62,188,126,70,2,998,Yoga,17.9,3.4,4,1,13.32
50,Male,87.6,1.67,172,156,74,0.97,1005,,23,2,4,2,23.76
20,Female,86,1.69,183,136,58,1.16,861,Strength,23.3,3.6,5,,28.85
28,Female,43.3,1.78,193,128,72,1.27,1479,HIIT,26.3,3.4,3,1,31.04
18,Male,65.9,1.78,170,135,69,2,1734,Yoga,23.9,3.1,3,1,24.81
18,Female,61,1.51,173,146,58,2,1403,Cardio,21.7,2.1,2,2,12.32
22,Male,71,1.72,192,128,59,1.44,1436,Cardio,28.5,3.2,3,2,17.82
44,Male,56.7,1.77,194,161,68,1.47,,Strength,28,3.5,2,3,19.97
42,Female,57.3,1.76,174,131,74,1.13,841,Yoga,22.1,1.9,4,3,12.46
26,Male,95.2,1.68,163,142,68,0.71,1196,Strength,24.2,3.7,4,2,19.46
38,Male,71.7,1.71,187,,74,1.39,542,Yoga,26.5,3.1,3,1,12.32
49,Female,68.8,1.66,190,137,63,2,1023,Yoga,26.2,2.6,2,1,15.5
43,Female,69.7,1.75,193,162,53,0.52,1262,Cardio,26.1,1.5,3,2,22.68
34,Female,102.9,1.64,188,124,74,1.24,700,Strength,24.2,3.3,4,1,14.76
23,Female,90.5,1.5,182,148,67,1.16,1204,Strength,23.3,2.8,2,2,15.69
29,Female,40,1.72,194,127,68,1.51,1005,HIIT,27.1,2.1,2,1,21.98
31,Male,81.9,1.63,168,126,56,1.17,760,Cardio,23.1,2.1,4,2,12.32
38,Male,99.6,1.6,173,132,56,1.01,1128,Strength,30.6,3.4,2,2,16.92
18,Female,65.7,1.72,180,169,56,2,1005,HIIT,27,3,3,2,21.61
18,Male,,1.84,179,136,74,1.52,1256,Strength,22.5,3.4,2,2,18.9
41,Female,85.7,1.66,170,134,74,1.69,475,Yoga,11.1,1.5,4,1,17.33
29,Male,62,1.74,181,158,53,1.15,549,Yoga,22.5,2.2,,,16.32
45,Male,70.9,2,198,128,73,1.19,1064,HIIT,27.8,1.5,3,1,27.46
49,Female,59.2,1.55,185,169,63,1.32,1169,Yoga,25.1,1.7,4,1,27.18
29,Male,83.7,1.8,190,149,74,1.43,1157,Cardio,16,3.5,,1,13.59
55,Female,53.8,1.52,191,136,55,1.17,1102,HIIT,20.4,3.6,3,2,23.84
18,Female,68.1,1.66,160,120,65,1.43,1343,Cardio,27.2,3.3,4,1,25.77
41,Female,105.1,1.67,194,127,68,1.3,1068,Strength,30.6,3.5,3,3,17.65
24,,45.5,2,169,164,60,1.82,1297,HIIT,24.9,2.2,3,1,17.6
51,Male,58.8,1.63,188,155,59,1.1,897,Cardio,24.7,3.3,2,1,21.73
20,Male,52.9,1.8,163,159,57,1.45,1117,Strength,27.1,3.3,3,1,27.72
43,Female,57.1,1.96,196,149,51,1.88,858,Cardio,29.9,3.2,5,,13.07
23,Male,68.6,1.8,196,138,65,1.08,578,Strength,16.8,2.6,2,1,21.41
39,Male,76.2,1.77,164,169,74,2,1196,HIIT,28.7,3.3,2,1,17.38
47,Male,68.2,1.58,164,140,72,1,1316,HIIT,28.1,2.6,2,3,16.35
18,Male,40,1.64,160,152,56,1.2,1317,Cardio,19.2,1.8,3,1,28.02
28,Male,82.4,1.57,171,169,55,1.07,1218,HIIT,31,2.5,4,,12.47
29,Male,46.8,1.7,195,153,59,1.33,1178,Cardio,24.7,3.4,3,2,26.27
21,Male,62.2,1.71,190,142,58,2,1757,Yoga,18.5,3.1,,2,16.06
33,Male,58.1,1.65,168,130,60,1.18,850,Strength,22.4,3.1,3,2,12.32
,Female,82.7,1.79,191,124,,1.15,823,HIIT,31.8,1.8,3,1,12.32
45,Female,55.2,1.9,175,156,67,1.39,854,Strength,24.5,2.5,5,1,12.32
18,Female,65.5,1.69,178,134,53,1.29,405,Cardio,24.4,,4,2,12.32
22,Male,52.3,1.66,190,146,59,0.76,1186,Yoga,21.4,3.3,2,2,15.38
37,Female,40,1.66,176,134,57,2,931,Strength,27.2,2.7,3,2,23.21
28,Female,93.2,1.71,176,149,60,1.4,1348,HIIT,27.2,2.1,,2,14.12
18,Female,53.9,1.73,177,157,73,1.24,1483,Cardio,10,3.5,3,1,15.92
52,Male,54.9,1.67,167,144,69,2,997,Strength,16.4,2.5,4,2,18.27
18,Male,62.7,1.87,184,141,59,1.59,708,Cardio,10.3,1.5,2,2,13.14
57,Female,98.3,1.71,162,126,61,0.95,366,HIIT,22.7,3.3,3,2,20.61
40,Female,71.4,1.92,171,167,57,0.62,1412,Strength,10,1.8,3,1,18.19
33,Male,74.6,1.58,172,165,68,1.4,1271,Yoga,15.6,2.7,2,2,13.23
51,Male,47.1,2,177,163,65,1.29,1140,Yoga,21.9,2.8,5,1,14.85
46,Female,49.2,1.5,184,120,73,2,832,Yoga,25.9,3.3,3,1,15.31
36,Male,80.8,1.91,184,,59,0.99,780,HIIT,23.6,3.3,4,2,18.61
51,Male,80.8,2,167,129,55,1.52,1454,Cardio,33.9,1.6,3,1,12.58
59,Female,85.7,1.6,182,140,72,2,1243,Yoga,33.4,1.5,4,3,24.01
18,Male,42.3,1.64,198,169,65,1.55,1199,Cardio,26.4,3.2,4,1,15.26
23,Female,41.5,1.89,188,129,59,1.35,532,HIIT,27.6,3.4,3,2,20.79
22,Male,84.3,1.6,173,127,72,0.8,911,HIIT,24,3.3,5,1,13.86
34,Male,82.4,1.66,192,148,72,1.11,1090,Strength,26.3,3.4,2,2,18.08
24,,79.7,1.92,192,,53,1.29,1187,Yoga,25.3,3.5,5,3,45.54
32,Male,40.6,1.92,166,169,57,1.33,1783,Strength,17.1,3.6,5,3,12.32
46,Female,58.6,2,194,135,55,2,1162,HIIT,27.1,3.6,2,1,24.38
20,Male,40,1.81,176,138,66,1.44,1210,Cardio,23,3.6,4,2,12.32
36,Female,80.8,1.71,162,163,74,1.86,900,Yoga,19.4,2,2,2,12.54
54,Male,88.5,2,173,134,58,1.11,1388,HIIT,27.7,3.7,3,2,36.73
52,Male,84.3,1.69,164,169,54,0.77,1367,HIIT,32.6,2.9,3,2,15.11
47,Male,70.1,1.84,188,129,67,1.2,1261,Strength,28.4,2.5,3,2,17.99
35,Male,49.3,1.71,180,152,73,1.04,956,Cardio,32.9,1.7,4,3,12.65
40,Male,79.5,1.92,184,156,52,1.29,1178,Strength,14.7,1.5,4,1,23.51
